categoryid,categoryname,parentcategoryid,categoryurl,ispublic,categoryintroduction,title,metadescription
4807,"Proteinpulver vanilj",4265,proteinpulver-vanilj,1,,,"Köp [category] i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
4808,"Ätliga rosor",3814,atliga-rosor,1,,,
4809,Tryffelsalt,2648,tryffelsalt,1,,,
4810,Anchochili,1276,anchochili,1,,,
4811,Pomelo,72,pomelo,1,,,
4812,Incabär,188,incabar,1,,,
4813,Provoloneost,2,provoloneost,1,,,
4814,"Kanel Malen",1277,kanel-malen,1,,,
4815,"Flytande Creme Fraiche",2903,flytande-creme-fraiche,1,,,
4816,Bygotto,3681,bygotto,1,,,
4817,Sojafärs,3312,sojafars,1,,,
4818,"Rökt Makrill",216,rokt-makrill,1,,,
4819,"Godispåse - Non stop",50,godispase---non-stop,1,,,
4820,"Godispåse - Jordgubbssnören",365,godispase---jordgubbssnoren,1,,,
4821,Havskräftor,608,raa-havskraftor,1,,,
4822,"Färsk gurkmeja",1852,gurkmeja---farsk,1,"Gurkmeja är inte bara gott, den har även flera hälsosamma effekter. Den vackra gyllengula färgen ger ett lyft till varenda maträtt! Har du inte testat färsk gurkmeja har du möjlighet nu, testa att mixa ner i en smoothie eller att finhacka och ha i exempelvis indiska rätter.",,
4823,Basilika,3829,basilika,1,"Dekorativ och smakrik basilika, ett perfekt komplement till exempelvis pastarätter och sallader. Piffa din rätt med en eller ett par blad och du framstår som ett riktigt proffs i köket!",,
4824,Gräslök,3829,graslok,1,"Färsk och fryst gräslök, riktigt gott att blanda i en krämig röra eller i som en fräsch ingrediens i en sallad. Här kan du köpa antingen gräslök i kruka eller fryst gräslök att ha i frysen för att ta fram vid behov.",,
4825,Nötbog,117,notbog,1,,,
4826,"Mörk rom",3419,mork-rom,1,,,
4827,Chaite,187,te-chai,1,,,
4828,Panko,1384,asiatiskt-strobrod,1,,,
4829,Dumle,288,dumle,1,,,
4830,Xantangummi,1223,xantangummi,1,,,
4831,"Pesto Kronärtskocka",595,pesto-kronartskocka,1,,,
4833,Bönpasta,304,bonpasta,1,"Bönpasta, för dig som vill äta lite nyttigare pasta! Här finns flera olika alternativ att välja bland, både glutenfri bönpasta samt bönpasta i olika spännande smaker, färger och former – perfekt när du vill testa en ny pastasort.",,"Bönpasta, för dig som vill äta lite nyttigare pasta! Här finns flera olika alternativ, både glutenfri bönpasta samt smaksatt bönpasta."
4835,"Vegetarisk matkasse",3856,vegetarisk-matkasse,1,,,
4838,"Tastelines Cleanse-program 7 dagar",3856,tastelines-cleanse-program-7-dagar,1,,,
4841,"Chilipulver Chipotle",4538,chilipulver-chipotle,1,,,
4844,Bjäst,34,bjast,1,,,
4847,"Mjölkfri vit choklad",4663,mjolkfri-vit-choklad,1,,,
4850,"Kiosk & Tidningar",NULL,kiosk,1,"Beställ dina kioskvaror online här från oss på MatHem. En ny tidning som levereras med din mat är aldrig fel och kan bli en fin avslutning efter att din uppackning är gjord.",,"MatHems kategori ”Kiosk” innefattar ett 100-tal typiska kiosk-varor som du nu kan få levererade direkt hem till dörren tillsammans med allt annat du behöver. Smidigt värre!"
4853,Optimalispulver,5971,optimalispulver,1,,,"Köp [category] i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
4856,"Apotek, Hygien & Hälsa",NULL,apotek-o-halsa,1,"På MatHems Apotek hittar du ett brett utbud av produkter som gör din hälsa gott. Förutom de klassiska Apoteksvarorna som är bra när du redan trillat dit; receptfria läkemedel, näsdukar och plåster , hittar du allt från de mest omtalade hälsokostprodukterna till bruksvaror som tandkräm, tandborstar, bindor, tamponger och trosskydd. Välj bland följande varor i MatHems eget Apotek.",,"I vårt Apotek hittar du allt från Hälsokost till Vitaminer & Mineraler. Handla på Sveriges största matubtik på nätet med hemleverans från 0kr!"
4859,"Mjöl & Bakning",5,mjol--gryn-o-bak,1,,,
4862,Bipollen,5971,bipollen,1,,,"Köp bipollen i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
4866,Vaktelägg,3818,vaktelagg,1,"Vaktelägg är små och söta och fyllda med nyttigheter! Lyxa till helgfrukosten eller buffébordet med dessa läckerheter som säkerligen blir en ny upplevelse för många.",,
4869,"Vit tequila",3419,vit-tequila,1,,,
4875,"Vegetariskt bacon",1169,vegetariskt-bacon,1,"Ja, det är sant - det finns vegetariskt bacon! Ett perfekt alternativ med härlig sälta för dig som inte vill äta vanligt kött.",,
4878,Kimchi,6120,kimchi,1,,,
4881,"Plantering & Redskap",3814,plantering-o-redskap,1,"Fina redskap som ger bra med hjälp ute i trädgården. Praktiska planteringsspadar, krukor, sekatörer och handskar samlat med mängder av andra produkter.",,
4884,NAN,299,nan,1,,,
4887,Hönsbröstfilé,4442,honsbrostfile,1,,,
4890,Lucuma,5971,lucuma,1,,,
4893,Portabellosvamp,182,portabellosvamp,1,,,
4896,Kryddfröer,4546,kryddfroer,1,,,
4899,"Juica - Juiceprogram",6433,juica---juicepaket,1,"Rena kroppen med hjälp av juicer som ger allt som kroppen behöver! Välj bland paket som passar nybörjare, om du vill ha en nystart eller paket för dig som cleansat förr.",,
4902,Doftljus,2977,doftljus,1,,,
4905,Rub,544,rub,1,,,
4908,"Majskolv färdigkokt",494,majskolv-fardigkokt,1,,,
4911,Kombucha,6433,kombucha,1,"Lätt kolsyrade drycker gjorda av bland annat ekologiskt te. En uppfriskande dryck från Kina som finns att välja i flera olika smaker.",,
4914,"Strumpor & Underkläder",22,strumpor-o-underklader,1,"Trosor, strumpor och strumpbyxor av hög kvalitet, passa på att beställa hem samtidigt som din matbeställning här från oss på MatHem. Här finns många olika modeller och storlekar.",,
4917,Acai,75,frysta-acaibar,1,,,
4920,"Fläderdryck koncentrat",1165,fladerdryck-koncentrat,1,,,
4923,Rotfruktschips,707,rotfruktschips,1,,,
4926,Bönchips,5718,bonchips,1,,,
4929,Ostchips,5718,ostchips,1,,,
4932,"Beef jerky",4150,beef-jerky,1,,,
4935,Viltchips,4150,viltchips,1,,,
4938,"Storpack lösgodis",3813,storpack-losgodis,1,"Nu har du chans att köpa hem ett storpack med ditt favoritgodis, troligtvis så räcker det i flera veckor! Vad sägs om 3 kg Dumle eller kanske 2 kg Djungelvrål?",,
4941,Naty,54,naty,1,,,
4944,Grönärtsmjöl,41,gronartsmjol,1,,,
4947,Guarkärnmjöl,41,guarkarnmjol,1,,,
4950,Linsmjöl,41,linsmjol,1,,,
4953,Gulärtsmjöl,41,gulartsmjol,1,,,
4956,Quinoamjöl,41,quinoamjol,1,,,
4959,"Grytbas & Kryddmix",16,grytbaser-o-kryddmixer,1,"Underlätta matlagningen med hjälp av färdiga grytbaser och smakrika kryddmixer. Perfekt att ha hemma när det inte finns tid att göra allt från grunden. Här kan du välja mellan många olika smaker från välkända leverantörer.",,
4962,"Olja & Vinäger",5,olja--vin-o-vinager,1,,,
4965,"Övrig olja",4962,ovrig-olja,1,,,
4968,"Veggie burger mix",3315,veggie-burger-mix,1,,,
4971,Spädgris,100,spadgris,1,,,
4974,Dillkronor,2462,dillkronor,1,,,
4977,"Levande kräftor",608,levande-kraftor,1,,,
4980,Accessoarer,4914,accessoarer,1,,,
4986,Flankstek,117,flankstek,1,,,
4989,"Rökta musslor",1220,rokta-musslor,1,,,
4992,"Svart Vitlök",623,svart-vitlok,1,,,
4995,"Träning & Hälsa",3501,traning-o-halsa,1,,,
4998,Inredningstidningar,3501,inredning,1,,,
5001,Barntidningar,3501,barntidningar,1,,,
5004,Mattidningar,3501,mat--o-baktidningar,1,,,
5007,Korsordstidningar,3501,korsordstidningar,1,,,
5010,Damtidningar,3501,damtidningar,1,,,
5013,Kändistidningar,3501,kandistidningar,1,,,
5016,Specialtidningar,3501,specialtidningar,1,,,
5019,"Leksaker & Spel",22,leksaker,1,,,
5022,Microfiberdukar,2994,microfiberdukar,1,,,
5025,Djurtillbehör,6,djurtillbehor,1,,,
5028,Eltandborstar,4000,eltandborstar,1,,,
5031,"Gem & Gummisnoddar",4257,gem-o-gummisnoddar,1,,,
5034,Kollegieblock,4510,kollegieblock--kopieringspapper--parmar-o-register,1,,,
5037,"Kuvert & Post-it",4257,kuvert-o-post-it,1,,,
5040,"Lim, Klister, Häftmassa & Tejp",4257,lim--klister--haftmassa-o-tejp,1,,,
5043,"Pennor & Sudd",4257,pennor--sift-o-suddgummi,1,,,
5046,Skolstart,5043,skolstart,1,,,
5049,"Aloe Vera Dryck",284,aloe-vera-dryck,1,,,
5052,"Mandlar Smaksatta",1233,mandlar-smaksatta,1,,,
5055,Specialmat,5536,specialkost,1,,,
5058,Juicekoncentrat,231,juicekoncentrat,1,,,
5061,Druvjuice,982,druvjuice,1,,,
5064,Aprikosjuice,982,aprikosjuice,1,,,
5067,Rösti,4692,rosti,1,,,
5070,Persikojuice,982,persikojuice,1,,,
5073,Gurkmejejuice,982,gurkmejejuice,1,,,
5079,Gratulationskort,4257,gratulationskort,1,,,
5082,Blomsterlökar,3814,blomsterlokar,1,,,
5085,Padronchili,3009,padronchili,1,,,
5088,Dammsugare,5308,dammsugare,1,,,
5091,Strykjärn,3971,stryckjarn,1,,,
5094,Personvåg,3831,personvag,1,,,
5097,Stylingverktyg,238,stylingverktyg,1,,,
5100,Juicekasse,982,juicekasse,1,,,
5103,Hundtillbehör,6,hundtillbehor,1,,,
5106,Kattillbehör,6,kattillbehor,1,,,
5109,"Matlagningsgrädde Dinkel",4466,matlagningsgradde-dinkel,1,,,
5112,Hirsdryck,511,hirsdryck,1,,,
5115,"Matlagningsgrädde Hirs",411,matlagningsgradde-hirs,1,,,
5118,"Rawfood kakor",1041,rawfood-kakor,1,,,
5121,Anklever,4245,anklever,1,,,
5124,Ankfett,4245,ankfett,1,,,
5127,Chokladdryckspulver,333,chokladdryckspulver,1,,,
5130,"Färdig chokladdryck",333,fardig-chokladdryck-,1,,,
5136,Matchate,1363,matchate,1,,,
5139,Rawbröd,3807,rawbrod,1,"Rawbröd i flera olika smaker, lika gott till frukost som till ett mellanmål eller att använda med olika pålägg till exempelvis ostbrickan.",,
5142,"Pulled Pork",100,pulled-pork,1,,,
5145,"Färdigpoppade Popcorn",987,fardigpoppade-popcorn,1,,,
5148,Kastrullpopcorn,987,kastrullpopcorn,1,,,
5151,Popcornkrydda,987,popcornkrydda,1,,,
5154,Micropopcorn,987,micropopcorn,1,,,
5157,Isglass,5593,isglass,1,,,
5160,"Ginger beer",6087,ginger-beer,1,,,
5166,Ankbröst,4245,ankbrost,1,,,
5169,"Ginger ale",446,ginger-ale,1,,,
5172,"Amerikansk läsk",3810,amerikansk-lask,1,,,
5175,Kökshandduk,4496,kokshandduk,1,,,
5178,Ungnötslever,117,ungnotslever,1,,,
5181,Breasola,4683,breasola,1,,,
5184,Tzaybitar,1169,tzaybitar,1,,,
5187,"Brun utan sol",5257,brun-utan-sol,1,,,
5190,"Karamelliserad mjölk",34,karamelliserad-mjolk,1,,,
5193,Julpynt,6406,julpynt,1,,,
5196,"Rita, Måla & Skapa",5019,rita-o-pyssla,1,,,
5199,Pysselböcker,5019,pyssel,1,,,
5202,Pussel,5019,pussel,1,,,
5205,Musikinstrument,5019,musikinstrument,1,,,
5208,Spel,5019,sallskapsspel,1,,,
5211,Barnböcker,5518,barnbocker,1,,,
5214,Lego,5019,lego,1,,,
5216,Lingonpulver,4655,lingonpulver,1,,,
5219,Kokosglass,3322,kokosglass,1,,,
5228,Gås,4442,gas,1,,,
5231,Kött,11,kott,1,,,
5234,Termosar,5240,termosar,1,,,
5237,Tekannor,5240,tekannor,1,,,
5240,"Tillbringare & Termosar",4235,tillbringare,1,,,
5243,Plastglas,5240,plastglas,1,,,
5246,Plastbestick,3915,plastbestick,1,,,
5249,Plastmuggar,5234,plastmuggar,1,,,
5252,"Glutenfri pasta",304,glutenfri-pasta,1,,,
5254,Laxpate,404,laxpate,1,,,
5257,Hudvård,4856,ansiktsvard,1,,,
5260,Bitringar,4678,bitringar,1,,,
5263,Babyolja,3909,babyolja,1,,,
5266,"Bad & dusch (baby)",3909,bad-o-dusch,1,,,
5269,"Kräm & salva (baby)",3909,kram-o-salva,1,,,
5272,"Servetter & Ställ",28,servetter-o-dukar,1,,,
5275,Servettställ,5272,servettstall,1,,,
5278,Dukar,28,dukar,1,,,
5281,Duktyngd,5278,duktyngd,1,,,
5290,"Presentkit (baby)",3909,presentkit-baby,1,,,
5293,Zinksalva,5269,zinksalva,1,,,
5296,Amningskupor,279,amningskupor,1,,,
5299,Blöjpåsar,279,blojpasar,1,,,
5302,Pärmar,4510,parmar,1,,,
5305,Tejp,5040,tejp,1,,,
5308,"Dammsugare & Dammsugarpåsar",23,dammsugare-o-dammsugarpasar,1,,,
5311,Hushållsel,22,hushallsel,1,,,
5314,Brandvarnare,5311,brandvarnare,1,,,
5317,Oliver,261,oliver,1,,,
5320,Kiksärtspasta,5252,kiksartspasta,1,,,
5323,"Spaghetti & Bandpasta",304,spaghetti-o-bandpasta,1,,,
5326,Orecchiette,3491,orecchiette,1,,,
5329,Radiatori,3491,radiatori,1,,,
5332,"Mezze Maniche",3491,mezze-maniche,1,,,
5335,Sedani,3491,sedani,1,,,
5338,Pastafigurer,3491,pastafigurer,1,,,
5344,Groddar,3227,groddar,1,,,
5347,Grönsakskonserver,4701,gronsakskonserver,1,,,
5350,"Glödlampor E14",2991,glodlampor-e14,1,,,
5353,"Glödlampor E27",2991,glodlampor-e27,1,,,
5356,"Övriga glödlampor",2991,ovriga-glodlampor,1,,,
5359,Tekapslar,187,tekapslar,1,,,
5362,Gräddmjölk,374,graddmjolk,1,,,
5365,Kokosgrädde,1146,kokosgradde,1,,,
5368,"Glutenfritt bröd",3807,glutenfritt-brod,1,"Här hittar du ett stort sortiment med mjukt glutenfritt bröd – allt från formbröd som passar fint att rosta, till limpa, risbröd och smakrika tekakor.",,
5371,"Skivat bröd",3807,skivat-brod,1,"Skivat bröd är inte bara gott, det är även enkelt då du kan frysa in och sedan ta fram det antal skivor du behöver till frukost, mellanmål eller kvällsfikat. I vårt sortiment med skivat bröd hittar du allt från Lingongrova och toast till limpa och lantbröd.",,
5374,Bageribröd,3807,bageribrod,1,"Dagsfärskt bröd – finns det något godare att ställa fram på frukostbordet? Välj bland både ljusa och mörka varianter, med eller utan exempelvis nötter och frön. Handla hem till helgfrukosten eller gör en matig macka av bageribröd till middag.",,
5377,"Glutenfritt knäckebröd",2958,glutenfritt-knackebrod,1,,,
5380,"Lantbröd skivat",5371,lantbrod-skivat,1,"Skivat lantbröd är en klassiker på frukostbordet, blir det över kan du enkelt frysa in och sedan ta fram det antal skivor du behöver och tina eller rosta innan du avnjuter med ditt favoritpålägg. Här finns flera olika färdigskivade lantbröd att klicka hem.",,
5383,Parmaskinka,4683,parmaskinka,1,,,
5386,Coppa,4683,coppa,1,,,
5389,Pancetta,5641,pancetta,1,,,
5392,Lomo,4683,lomo,1,,,
5395,Duva,4442,duva,1,,,
5398,Vaktel,4442,vaktel,1,,,
5401,"Kyckling- och kalkonkorv",42,kyckling--och-kalkonkorv,1,,,
5404,Matbanan,74,matbanan,1,,,
5407,Stenfrukt,3226,stenfrukt,1,,,
5413,"Torkade mullbär",188,torkade-mullbar,1,,,
5416,Aprikoskärnor,6126,aprikoskarnor,1,,,
5419,Libabröd,533,libabrod,1,,,
5422,"Färdig kakdeg",211,fardig-kakdeg,1,,,
5425,Mellanmål,16,mellanmal,1,,,
5428,"Catering & Smörgåstårta",16,catering-o-smorgastarta,1,,,
5431,Charkbricka,4683,charkbricka,1,,,
5434,Björnbärsmarmelad,257,bjornbarsmarmelad,1,,,
5437,Cashewdryck,511,cashewdryck,1,,,
5441,Sashimilax,4572,sashimilax,1,,,
5443,Vaniljvisp,2912,vaniljvisp,1,,,
5445,Parmesanost,64,parmesanost,1,,,
5447,Wagyu,4438,wagyu,1,,,
5448,"Billingeost Skivad",3919,billingeost-skivad,1,,,
5451,Laxsallad,98,laxsallad,1,,,
5454,Västerbottenspaj,469,vasterbottenspaj,1,,,
5457,"Potatis & Lök",12,potatis-o-lok,1,,,
5460,"Torkad svamp",182,torkad-svamp,1,,,
5463,"Vegansk ost",2,vegansk-ost,1,,,
5466,Korvish,1047,korvish,1,,,
5469,"Vegetarisk skinka",1169,vegetarisk-skinka,1,,,
5472,"Tastelines Laktosfria Barnkasse",3856,tastelines-laktosfria-barnkasse,1,,,
5475,"Panini middag",5536,paninis-middagslada,1,,,
5478,Teffmjöl,41,teffmjol,1,,,
5481,Kokos,4859,kokos,1,,,
5484,Kokoschips,5481,kokoschips,1,,,
5487,Durramjöl,41,durramjol,1,,,
5490,Allergi,3949,allergi,1,,,
5493,"Förkylning & Hosta",3949,halsont,1,,,
5496,"Feber & Värk",3949,feber-o-vark,1,,,
5499,Halsbränna,3949,halsbranna,1,,,
5502,"Sluta röka",3949,sluta-roka,1,,,
5505,Munsår,3949,munsar,1,,,
5508,"Övriga receptfria läkemedel",3949,somn,1,,,
5511,"Vitamin D",363,d-vitamin,1,,,
5512,Gemsallad,165,gemsallad,1,,,
5515,Hästkött,5231,hastkott,1,,,
5518,"Böcker & Film",22,bocker-o-film,1,,,
5521,Filmer,5518,filmer,1,,,
5524,"Mellanmål för barn",2806,mellanmal-for-barn,1,,,
5530,Träningsbars,3831,traningsbars,1,,,
5533,Tonfisk,502,tonfisk,1,,,
5536,"Färdiglagat & Förberett",16,fardiglagat-o-forberett,1,,,
5539,Färdigrätter,5536,fardigratter,1,,,
5542,Flerportionsrätter,5539,flerportionsratter,1,,,
5545,Trosor,4914,trosor,1,,,
5548,Strumpbyxor,4914,strumpbyxor,1,,,
5551,Strumpor,4914,strumpor,1,,,
5554,Dragon,3829,dragon,1,,,
5557,Peppar,3829,peppar,1,,,
5560,Salladskrydda,3829,salladskrydda,1,,,
5563,Grönpeppar,5557,gronpeppar,1,,,
5566,Mynta,3829,mynta,1,,,
5569,Oregano,3829,oregano,1,,,
5572,Rosmarin,3829,rosmarin,1,,,
5575,Salvia,3829,salvia,1,,,
5578,Örtblandningar,3829,ortblandningar,1,,,
5581,Soja,4,soja,1,,,
5584,Chiligelé,1276,chiligele,1,,,
5587,Grytbas,4959,grytbas,1,,,
5593,Portionsglass,24,glass,1,,,
5596,Rödpeppar,5557,rodpeppar,1,,,
5599,Vildpeppar,5557,vildpeppar,1,,,
5602,Räkchips,5718,rakchips,1,,,
5605,Sockerlag,3419,sockerlag,1,,,
5608,"Ljus rom",3419,ljus-rom,1,,,
5611,"Pressad ingefärsjuice",3159,pressad-ingefarsjuice,1,,,
5614,IPA,6060,ipa,1,,,
5617,Persikolikör,3419,persikolikor,1,,,
5620,Cointreau,3419,cointreau,1,,,
5623,Persikopuré,4674,persikopure,1,,,
5626,Fläderläsk,4139,fladerlask,1,,,
5629,Burrata,320,burrata,1,,,
5632,Buffelmozzarella,320,buffelmozzarella,1,,,
5635,Mannafrutti,2913,mannafrutti,1,,,
5638,Kalvracks,117,kalvracks,1,,,
5641,"Bacon & Fläsk",11,bacon-o-flask,1,,,
5644,Vanilj,34,vanilj,1,,,
5647,"Kniv, Sax & Skalare",4235,kniv--sax-o-skalare,1,,,
5650,Osthyvel,3915,osthyvel,1,,,
5653,Rivjärn,5647,rivjarn,1,,,
5656,Aroniabär,2210,aroniabar,1,,,
5659,"Braständare & Tändblock",3743,brastandare-o-tandblock,1,,,
5662,"Fotvård & Nagelvård",281,fotvard-o-nagelvard,1,,,
5665,Kroppsolja,5257,kroppsolja,1,,,
5668,Tvättsvamp,281,tvattsvamp,1,,,
5674,Hushållssax,5647,hushallssax,1,,,
5677,"Hundmat Färskfoder",35,hundmat-farskfoder,1,,,
5680,"Kattmat Färskfoder",37,kattmat-farskfoder,1,,,
5683,Resekit,281,resekit,1,,,
5686,Nagelfil,2782,nagelfil,1,,,
5689,Curd,257,curd,1,,,
5692,"Färdiga pizzabottnar",4691,fardiga-pizzabottnar,1,,,
5696,"Smaksatt mjölk",374,smaksatt-mjolk,1,,,
5699,Halloweenpumpa,3848,halloweenpumpa,1,,,
5702,Muscatpumpa,3848,muscatpumpa,1,,,
5705,"Smaksatt olja",4962,smaksatt-olja,1,,,
5708,"Torkad gurkmeja",1852,torkad-gurkmeja,1,,,
5709,Risottoris,25,risottoris,1,"Risotto är en riktigt god rätt som går att variera så att den passar till såväl vardags som fest. Till risotto används oftast avorioris eller arborioris, dessa rissorter är bra på att suga upp mycket vätska och ger rätten den där krämiga konsistensen.",,"Köp avorioris eller arborioris till risotton! Här hittar du både avorioris och arborioris av god kvalitet."
5712,"Utländska hyllan",5,asiatiskt,1,,,
5715,Sushi,5712,sushi,1,,,
